Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face,Price_Per_SqFt,Down_Payment_Credit,Price_Per_Room
2009-04-02,2009,Waterbury,"$107,100.00","$250,000.00",Single Family,Detached House,3,2,1000,1.025953,South,$250.00,"$6,250.00","$83,333.33"
2009-04-02,2009,Waterbury,"$104,160.00","$269,900.00",Two Family,Duplex,4,4,1349,1.025953,West,$200.07,"$6,747.50","$67,475.00"
2009-04-02,2009,Norwalk,"$1,945,000.00","$1,945,000.00",Single Family,Detached House,3,1,986,1.025953,North,"$1,972.62","$48,625.00","$648,333.33"
2009-04-03,2009,Norwalk,"$255,710.00","$462,000.00",Single Family,Detached House,3,1,1022,1.025953,West,$452.05,"$11,550.00","$154,000.00"
2009-04-03,2009,Bridgeport,"$125,370.00","$270,000.00",Single Family,Detached House,3,1,982,1.025953,West,$274.95,"$6,750.00","$90,000.00"
2009-04-03,2009,Waterbury,"$226,660.00","$320,000.00",Single Family,Detached House,3,2,1061,1.025953,East,$301.60,"$8,000.00","$106,666.67"
2009-04-03,2009,Fairfield,"$387,170.00","$515,000.00",Single Family,Detached House,3,3,1093,1.025953,West,$471.18,"$12,875.00","$171,666.67"
2009-04-03,2009,Norwalk,"$218,330.00","$407,500.00",Single Family,Detached House,3,1,1014,1.025953,North,$401.87,"$10,187.50","$135,833.33"
2009-04-04,2009,Waterbury,"$101,430.00","$329,000.00",Three Family,Triplex,6,6,2019,1.025953,North,$162.95,"$8,225.00","$54,833.33"
2009-04-05,2009,Bridgeport,"$245,210.00","$445,000.00",Single Family,Detached House,3,3,980,1.025953,East,$454.08,"$11,125.00","$148,333.33"
2009-04-05,2009,Bridgeport,"$42,420.00","$52,000.00",Two Family,Duplex,4,2,1372,1.025953,South,$37.90,"$1,300.00","$13,000.00"
2009-04-05,2009,Greenwich,"$1,597,610.00","$3,150,000.00",Single Family,Detached House,3,1,947,1.025953,West,"$3,326.29","$78,750.00","$1,050,000.00"
2009-04-05,2009,Waterbury,"$129,010.00","$270,000.00",Single Family,Detached House,3,2,991,1.025953,West,$272.45,"$6,750.00","$90,000.00"
2009-04-05,2009,Norwalk,"$812,630.00","$1,695,000.00",Single Family,Detached House,3,1,923,1.025953,South,"$1,836.40","$42,375.00","$565,000.00"
2009-04-05,2009,Norwalk,"$251,790.00","$425,000.00",Single Family,Detached House,3,2,950,1.025953,West,$447.37,"$10,625.00","$141,666.67"
2009-04-05,2009,Greenwich,"$4,705,820.00","$6,750,000.00",Single Family,Detached House,3,3,986,1.025953,North,"$6,845.84","$168,750.00","$2,250,000.00"
2009-04-09,2009,Waterbury,"$163,000.00","$163,000.00",Single Family,Detached House,3,1,997,1.025953,East,$163.49,"$4,075.00","$54,333.33"
2009-04-09,2009,Bridgeport,"$118,440.00","$285,000.00",Single Family,Detached House,3,1,973,1.025953,East,$292.91,"$7,125.00","$95,000.00"
2009-04-09,2009,Greenwich,"$5,630,730.00","$7,000,000.00",Single Family,Detached House,3,2,999,1.025953,North,"$7,007.01","$175,000.00","$2,333,333.33"
2009-04-09,2009,Bridgeport,"$176,750.00","$257,000.00",Three Family,Triplex,6,4,1804,1.025953,East,$142.46,"$6,425.00","$42,833.33"
2009-04-10,2009,Fairfield,"$343,980.00","$410,000.00",Single Family,Detached House,3,1,991,1.025953,West,$413.72,"$10,250.00","$136,666.67"
2009-04-10,2009,Norwalk,"$207,760.00","$375,000.00",Single Family,Detached House,3,2,1035,1.025953,South,$362.32,"$9,375.00","$125,000.00"
2009-04-11,2009,Greenwich,"$1,120,350.00","$1,575,000.00",Single Family,Detached House,3,3,945,1.025953,South,"$1,666.67","$39,375.00","$525,000.00"
2009-04-11,2009,Bridgeport,"$113,680.00","$185,000.00",Single Family,Detached House,3,3,972,1.025953,East,$190.33,"$4,625.00","$61,666.67"
2009-04-11,2009,Greenwich,"$634,200.00","$860,000.00",Single Family,Detached House,3,3,1083,1.025953,North,$794.09,"$21,500.00","$286,666.67"
2009-04-12,2009,Bridgeport,"$11,830.00","$206,000.00",Single Family,Detached House,3,1,913,1.025953,East,$225.63,"$5,150.00","$68,666.67"
2009-04-12,2009,Bridgeport,"$116,060.00","$125,185.00",Single Family,Detached House,3,2,1024,1.025953,South,$122.25,"$3,129.63","$41,728.33"
2009-04-13,2009,Fairfield,"$407,500.00","$407,500.00",Single Family,Detached House,3,2,981,1.025953,North,$415.39,"$10,187.50","$135,833.33"
2009-04-13,2009,Waterbury,"$66,780.00","$245,000.00",Three Family,Triplex,6,5,1806,1.025953,West,$135.66,"$6,125.00","$40,833.33"
2009-04-13,2009,Waterbury,"$108,000.00","$108,000.00",Single Family,Detached House,3,3,1012,1.025953,North,$106.72,"$2,700.00","$36,000.00"
2009-04-13,2009,Norwalk,"$292,530.00","$402,000.00",Single Family,Detached House,3,1,1000,1.025953,West,$402.00,"$10,050.00","$134,000.00"
2009-04-13,2009,Norwalk,"$1,336,580.00","$1,675,000.00",Single Family,Detached House,3,3,1000,1.025953,South,"$1,675.00","$41,875.00","$558,333.33"
2009-04-13,2009,Norwalk,"$371,210.00","$605,000.00",Single Family,Detached House,3,2,992,1.025953,West,$609.88,"$15,125.00","$201,666.67"
2009-04-13,2009,Waterbury,"$60,620.00","$164,000.00",Single Family,Detached House,3,1,1098,1.025953,East,$149.36,"$4,100.00","$54,666.67"
2009-04-16,2009,Bridgeport,"$115,850.00","$243,750.00",Two Family,Duplex,4,2,1241,1.025953,North,$196.41,"$6,093.75","$60,937.50"
2009-04-17,2009,Greenwich,"$2,624,790.00","$2,899,000.00",Single Family,Detached House,3,3,1044,1.025953,East,"$2,776.82","$72,475.00","$966,333.33"
2009-04-17,2009,Greenwich,"$443,940.00","$515,000.00",Single Family,Detached House,3,1,1018,1.025953,South,$505.89,"$12,875.00","$171,666.67"
2009-04-17,2009,Fairfield,"$521,150.00","$670,000.00",Single Family,Detached House,3,1,996,1.025953,North,$672.69,"$16,750.00","$223,333.33"
2009-04-18,2009,Bridgeport,"$71,680.00","$164,000.00",Single Family,Detached House,3,1,1054,1.025953,South,$155.60,"$4,100.00","$54,666.67"
2009-04-18,2009,Fairfield,"$869,680.00","$1,387,500.00",Single Family,Detached House,3,1,1000,1.025953,East,"$1,387.50","$34,687.50","$462,500.00"
2009-04-18,2009,Waterbury,"$59,710.00","$235,000.00",Three Family,Triplex,6,5,1993,1.025953,East,$117.91,"$5,875.00","$39,166.67"
2009-04-19,2009,Greenwich,"$134,330.00","$1,500,000.00",Single Family,Detached House,3,1,913,1.025953,South,"$1,642.94","$37,500.00","$500,000.00"
2009-04-20,2009,Bridgeport,"$184,800.00","$130,000.00",Single Family,Detached House,3,3,909,1.025953,North,$143.01,"$3,250.00","$43,333.33"
2009-04-20,2009,Greenwich,"$1,749,930.00","$3,140,000.00",Single Family,Detached House,3,2,1000,1.025953,North,"$3,140.00","$78,500.00","$1,046,666.67"
2009-04-20,2009,Waterbury,"$37,170.00","$84,900.00",Single Family,Detached House,3,3,1033,1.025953,East,$82.19,"$2,122.50","$28,300.00"
2009-04-23,2009,Bridgeport,"$113,890.00","$225,000.00",Two Family,Duplex,4,3,1359.5,1.025953,North,$165.50,"$5,625.00","$56,250.00"
2009-04-23,2009,Bridgeport,"$215,000.00","$215,000.00",Single Family,Detached House,3,3,1000,1.025953,South,$215.00,"$5,375.00","$71,666.67"
2009-04-23,2009,Greenwich,"$2,179,380.00","$2,650,000.00",Single Family,Detached House,3,2,1094,1.025953,North,"$2,422.30","$66,250.00","$883,333.33"
2009-04-23,2009,Fairfield,"$1,291,710.00","$1,750,000.00",Single Family,Detached House,3,3,950,1.025953,North,"$1,842.11","$43,750.00","$583,333.33"
2009-04-23,2009,Greenwich,"$641,690.00","$1,200,000.00",Single Family,Detached House,3,3,967,1.025953,East,"$1,240.95","$30,000.00","$400,000.00"
2009-04-23,2009,Fairfield,"$376,880.00","$710,000.00",Single Family,Detached House,3,2,926,1.025953,South,$766.74,"$17,750.00","$236,666.67"
2009-04-24,2009,Fairfield,"$389,900.00","$389,900.00",Single Family,Detached House,3,1,1023,1.025953,East,$381.13,"$9,747.50","$129,966.67"
2009-04-24,2009,Norwalk,"$340,883.00","$702,500.00",Single Family,Detached House,3,2,945,1.025953,South,$743.39,"$17,562.50","$234,166.67"
2009-04-24,2009,Norwalk,"$248,360.00","$455,000.00",Single Family,Detached House,3,1,1023,1.025953,North,$444.77,"$11,375.00","$151,666.67"
2009-04-24,2009,Waterbury,"$205,000.00","$205,000.00",Single Family,Detached House,3,3,930,1.025953,East,$220.43,"$5,125.00","$68,333.33"
2009-04-25,2009,Bridgeport,"$176,890.00","$320,000.00",Single Family,Detached House,3,3,1000,1.025953,South,$320.00,"$8,000.00","$106,666.67"
2009-04-25,2009,Waterbury,"$62,580.00","$159,900.00",Single Family,Detached House,3,3,1041,1.025953,East,$153.60,"$3,997.50","$53,300.00"
2009-04-25,2009,Fairfield,"$433,440.00","$805,000.00",Single Family,Detached House,3,3,1032,1.025953,North,$780.04,"$20,125.00","$268,333.33"
2009-04-25,2009,Bridgeport,"$60,831.00","$140,000.00",Single Family,Detached House,3,3,1061,1.025953,North,$131.95,"$3,500.00","$46,666.67"
2009-04-25,2009,Greenwich,"$699,790.00","$1,265,000.00",Single Family,Detached House,3,3,922,1.025953,West,"$1,372.02","$31,625.00","$421,666.67"
2009-04-27,2009,Waterbury,"$104,090.00","$254,000.00",Single Family,Detached House,3,2,1010,1.025953,South,$251.49,"$6,350.00","$84,666.67"
2009-04-27,2009,Bridgeport,"$96,390.00","$175,000.00",Single Family,Detached House,3,2,985,1.025953,East,$177.66,"$4,375.00","$58,333.33"
2009-04-27,2009,Greenwich,"$580,000.00","$580,000.00",Single Family,Detached House,3,3,965,1.025953,East,$601.04,"$14,500.00","$193,333.33"
2009-04-27,2009,Bridgeport,"$183,330.00","$316,000.00",Single Family,Detached House,3,3,961,1.025953,West,$328.82,"$7,900.00","$105,333.33"
2009-04-27,2009,Fairfield,"$437,500.00","$579,000.00",Single Family,Detached House,3,1,1000,1.025953,East,$579.00,"$14,475.00","$193,000.00"
2009-04-30,2009,Norwalk,"$297,780.00","$570,000.00",Single Family,Detached House,3,2,976,1.025953,West,$584.02,"$14,250.00","$190,000.00"
2009-04-30,2009,Bridgeport,"$260,000.00","$260,000.00",Two Family,Duplex,4,4,1249,1.025953,South,$208.17,"$6,500.00","$65,000.00"
2009-04-30,2009,Fairfield,"$1,150,590.00","$2,000,000.00",Single Family,Detached House,3,3,1033,1.025953,West,"$1,936.11","$50,000.00","$666,666.67"
2009-04-30,2009,Waterbury,"$185,000.00","$185,000.00",Single Family,Detached House,3,1,1008,1.025953,East,$183.53,"$4,625.00","$61,666.67"
2009-04-30,2009,Greenwich,"$1,313,340.00","$3,200,000.00",Single Family,Detached House,3,3,1012,1.025953,South,"$3,162.06","$80,000.00","$1,066,666.67"
2009-04-30,2009,Fairfield,"$412,650.00","$399,000.00",Single Family,Detached House,3,2,1055,1.025953,East,$378.20,"$9,975.00","$133,000.00"
2009-04-30,2009,Norwalk,"$304,850.00","$560,000.00",Single Family,Detached House,3,3,1018,1.025953,East,$550.10,"$14,000.00","$186,666.67"
2009-04-30,2009,Waterbury,"$104,230.00","$243,000.00",Single Family,Detached House,3,2,1074,1.025953,West,$226.26,"$6,075.00","$81,000.00"
2009-04-30,2009,Fairfield,"$465,000.00","$465,000.00",Single Family,Detached House,3,3,920,1.025953,South,$505.43,"$11,625.00","$155,000.00"
2009-05-01,2009,Waterbury,"$3,500.00","$195,900.00",Single Family,Detached House,3,2,988,1.025953,West,$198.28,"$4,897.50","$65,300.00"
2009-05-01,2009,Fairfield,"$625,000.00","$625,000.00",Single Family,Detached House,3,2,1029,1.025953,West,$607.39,"$15,625.00","$208,333.33"
2009-05-01,2009,Fairfield,"$489,580.00","$715,000.00",Single Family,Detached House,3,2,1072,1.025953,North,$666.98,"$17,875.00","$238,333.33"
2009-05-01,2009,Waterbury,"$57,470.00","$143,400.00",Single Family,Detached House,3,3,996,1.025953,North,$143.98,"$3,585.00","$47,800.00"
2009-05-01,2009,Fairfield,"$273,700.00","$456,100.00",Single Family,Detached House,3,3,1095,1.025953,North,$416.53,"$11,402.50","$152,033.33"
2009-05-01,2009,Fairfield,"$690,000.00","$690,000.00",Single Family,Detached House,3,2,971,1.025953,East,$710.61,"$17,250.00","$230,000.00"
2009-05-02,2009,Fairfield,"$1,515,640.00","$2,100,000.00",Single Family,Detached House,3,1,1000,1.025953,North,"$2,100.00","$52,500.00","$700,000.00"
2009-05-02,2009,Norwalk,"$246,330.00","$450,000.00",Single Family,Detached House,3,3,904,1.025953,North,$497.79,"$11,250.00","$150,000.00"
2009-05-02,2009,Greenwich,"$902,440.00","$1,150,000.00",Three Family,Triplex,6,6,2034,1.025953,North,$565.39,"$28,750.00","$191,666.67"
2009-05-02,2009,Norwalk,"$384,440.00","$722,500.00",Single Family,Detached House,3,1,1096,1.025953,South,$659.22,"$18,062.50","$240,833.33"
2009-05-03,2009,Fairfield,"$1,064,840.00","$1,550,000.00",Single Family,Detached House,3,2,1015,1.025953,West,"$1,527.09","$38,750.00","$516,666.67"
2009-05-03,2009,Fairfield,"$278,670.00","$398,000.00",Single Family,Detached House,3,2,1036,1.025953,East,$384.17,"$9,950.00","$132,666.67"
2009-05-04,2009,Norwalk,"$325,290.00","$400,000.00",Single Family,Detached House,3,1,1059,1.025953,West,$377.71,"$10,000.00","$133,333.33"
2009-05-04,2009,Waterbury,"$105,140.00","$188,000.00",Single Family,Detached House,3,3,1077,1.025953,West,$174.56,"$4,700.00","$62,666.67"
2009-05-04,2009,Fairfield,"$333,130.00","$435,000.00",Single Family,Detached House,3,1,1058,1.025953,North,$411.15,"$10,875.00","$145,000.00"
2009-05-04,2009,Greenwich,"$1,539,440.00","$1,650,000.00",Single Family,Detached House,3,2,1020,1.025953,South,"$1,617.65","$41,250.00","$550,000.00"
2009-05-07,2009,Bridgeport,"$104,580.00","$226,000.00",Single Family,Detached House,3,2,1078,1.025953,North,$209.65,"$5,650.00","$75,333.33"
2009-05-07,2009,Greenwich,"$1,247,680.00","$2,650,000.00",Single Family,Detached House,3,1,1093,1.025953,North,"$2,424.52","$66,250.00","$883,333.33"
2009-05-07,2009,Fairfield,"$252,490.00","$357,000.00",Single Family,Detached House,3,1,1000,1.025953,West,$357.00,"$8,925.00","$119,000.00"
2009-05-07,2009,Norwalk,"$186,620.00","$412,000.00",Single Family,Detached House,3,1,1038,1.025953,North,$396.92,"$10,300.00","$137,333.33"
2009-05-07,2009,Bridgeport,"$150,640.00","$307,500.00",Three Family,Triplex,6,4,2180,1.025953,North,$141.06,"$7,687.50","$51,250.00"
2009-05-07,2009,Waterbury,"$180,000.00","$180,000.00",Single Family,Detached House,3,1,1055,1.025953,North,$170.62,"$4,500.00","$60,000.00"
2009-05-08,2009,Norwalk,"$755,000.00","$755,000.00",Single Family,Detached House,3,2,996,1.025953,North,$758.03,"$18,875.00","$251,666.67"
2009-05-08,2009,Bridgeport,"$108,711.00","$225,000.00",Single Family,Detached House,3,1,1034,1.025953,North,$217.60,"$5,625.00","$75,000.00"
2009-05-09,2009,Bridgeport,"$68,320.00","$137,120.00",Two Family,Duplex,4,4,1343,1.025953,South,$102.10,"$3,428.00","$34,280.00"
2009-05-09,2009,Norwalk,"$217,980.00","$439,000.00",Single Family,Detached House,3,1,1026,1.025953,North,$427.88,"$10,975.00","$146,333.33"
2009-05-10,2009,Waterbury,"$63,280.00","$145,000.00",Single Family,Detached House,3,3,936,1.025953,East,$154.91,"$3,625.00","$48,333.33"
2009-05-11,2009,Waterbury,"$76,160.00","$205,000.00",Single Family,Detached House,3,2,1043,1.025953,West,$196.55,"$5,125.00","$68,333.33"
2009-05-11,2009,Fairfield,"$965,510.00","$1,262,500.00",Single Family,Detached House,3,1,984,1.025953,East,"$1,283.03","$31,562.50","$420,833.33"
2009-05-11,2009,Bridgeport,"$69,623.00","$280,000.00",Single Family,Detached House,3,3,923,1.025953,West,$303.36,"$7,000.00","$93,333.33"
2009-05-11,2009,Fairfield,"$668,010.00","$730,000.00",Single Family,Detached House,3,1,1000,1.025953,South,$730.00,"$18,250.00","$243,333.33"
2009-05-11,2009,Bridgeport,"$200,000.00","$200,000.00",Single Family,Detached House,3,2,1037,1.025953,West,$192.86,"$5,000.00","$66,666.67"
2009-05-14,2009,Bridgeport,"$131,670.00","$190,000.00",Single Family,Detached House,3,3,1099,1.025953,South,$172.88,"$4,750.00","$63,333.33"
2009-05-15,2009,Greenwich,"$640,150.00","$407,500.00",Single Family,Detached House,3,1,908,1.025953,North,$448.79,"$10,187.50","$135,833.33"
2009-05-15,2009,Waterbury,"$79,590.00","$168,000.00",Single Family,Detached House,3,3,1060,1.025953,North,$158.49,"$4,200.00","$56,000.00"
2009-05-15,2009,Norwalk,"$169,610.00","$345,500.00",Two Family,Duplex,4,4,1389,1.025953,North,$248.74,"$8,637.50","$86,375.00"
2009-05-15,2009,Bridgeport,"$196,980.00","$478,000.00",Single Family,Detached House,3,2,1100,1.025953,North,$434.55,"$11,950.00","$159,333.33"
2009-05-15,2009,Greenwich,"$4,893,700.00","$4,000,000.00",Single Family,Detached House,3,3,1049,1.025953,North,"$3,813.16","$100,000.00","$1,333,333.33"
2009-05-15,2009,Norwalk,"$268,730.00","$530,000.00",Single Family,Detached House,3,1,910,1.025953,West,$582.42,"$13,250.00","$176,666.67"
2009-05-16,2009,Waterbury,"$68,040.00","$178,000.00",Two Family,Duplex,4,2,1300,1.025953,North,$136.92,"$4,450.00","$44,500.00"
2009-05-16,2009,Greenwich,"$1,527,540.00","$2,300,000.00",Single Family,Detached House,3,1,1021,1.025953,West,"$2,252.69","$57,500.00","$766,666.67"
2009-05-16,2009,Waterbury,"$69,020.00","$125,000.00",Three Family,Triplex,6,5,1827,1.025953,West,$68.42,"$3,125.00","$20,833.33"
2009-05-17,2009,Waterbury,"$84,700.00","$174,900.00",Single Family,Detached House,3,3,951,1.025953,West,$183.91,"$4,372.50","$58,300.00"
2009-05-17,2009,Greenwich,"$434,560.00","$784,000.00",Three Family,Triplex,6,4,1991,1.025953,North,$393.77,"$19,600.00","$130,666.67"
2009-05-17,2009,Bridgeport,"$150,010.00","$315,000.00",Two Family,Duplex,4,3,1469,1.025953,East,$214.43,"$7,875.00","$78,750.00"
2009-05-18,2009,Fairfield,"$617,820.00","$575,000.00",Single Family,Detached House,3,2,926,1.025953,West,$620.95,"$14,375.00","$191,666.67"
2009-05-18,2009,Norwalk,"$262,010.00","$500,000.00",Single Family,Detached House,3,3,1046,1.025953,West,$478.01,"$12,500.00","$166,666.67"
2009-05-18,2009,Waterbury,"$58,450.00","$159,000.00",Single Family,Detached House,3,2,965,1.025953,East,$164.77,"$3,975.00","$53,000.00"
2009-05-18,2009,Waterbury,"$70,140.00","$179,000.00",Two Family,Duplex,4,2,1296,1.025953,South,$138.12,"$4,475.00","$44,750.00"
2009-05-18,2009,Fairfield,"$737,590.00","$1,020,000.00",Single Family,Detached House,3,1,1089,1.025953,West,$936.64,"$25,500.00","$340,000.00"
2009-05-18,2009,Waterbury,"$53,480.00","$235,000.00",Three Family,Triplex,6,5,2176,1.025953,East,$108.00,"$5,875.00","$39,166.67"
2009-05-21,2009,Waterbury,"$71,190.00","$209,000.00",Three Family,Triplex,6,6,1838,1.025953,South,$113.71,"$5,225.00","$34,833.33"
2009-05-21,2009,Greenwich,"$2,037,350.00","$2,000,000.00",Single Family,Detached House,3,2,956,1.025953,East,"$2,092.05","$50,000.00","$666,666.67"
2009-05-22,2009,Fairfield,"$212,940.00","$290,000.00",Single Family,Detached House,3,1,1032,1.025953,North,$281.01,"$7,250.00","$96,666.67"
2009-05-23,2009,Waterbury,"$142,870.00","$329,000.00",Single Family,Detached House,3,2,1020,1.025953,South,$322.55,"$8,225.00","$109,666.67"
2009-05-23,2009,Fairfield,"$445,830.00","$630,000.00",Single Family,Detached House,3,3,960,1.025953,South,$656.25,"$15,750.00","$210,000.00"
2009-05-23,2009,Greenwich,"$8,272,180.00","$18,500,000.00",Single Family,Detached House,3,3,935,1.025953,East,"$19,786.10","$462,500.00","$6,166,666.67"
2009-05-24,2009,Norwalk,"$286,226.00","$679,000.00",Single Family,Detached House,3,1,925,1.025953,North,$734.05,"$16,975.00","$226,333.33"
2009-05-24,2009,Fairfield,"$273,980.00","$421,000.00",Single Family,Detached House,3,1,984,1.025953,West,$427.85,"$10,525.00","$140,333.33"
2009-05-24,2009,Bridgeport,"$123,130.00","$199,000.00",Two Family,Duplex,4,2,1227,1.025953,West,$162.18,"$4,975.00","$49,750.00"
2009-05-24,2009,Greenwich,"$1,605,940.00","$1,379,130.00",Single Family,Detached House,3,3,982,1.025953,North,"$1,404.41","$34,478.25","$459,710.00"
2009-05-24,2009,Greenwich,"$528,640.00","$895,000.00",Single Family,Detached House,3,3,1082,1.025953,North,$827.17,"$22,375.00","$298,333.33"
2009-05-25,2009,Waterbury,"$104,860.00","$191,250.00",Single Family,Detached House,3,3,1086,1.025953,South,$176.10,"$4,781.25","$63,750.00"
2009-05-29,2009,Bridgeport,"$108,710.00","$78,833.00",Single Family,Detached House,3,1,1081,1.025953,West,$72.93,"$1,970.83","$26,277.67"
2009-05-29,2009,Fairfield,"$631,680.00","$800,000.00",Single Family,Detached House,3,3,1088,1.025953,West,$735.29,"$20,000.00","$266,666.67"
2009-05-29,2009,Bridgeport,"$252,000.00","$252,000.00",Single Family,Detached House,3,2,1080,1.025953,North,$233.33,"$6,300.00","$84,000.00"
2009-05-29,2009,Fairfield,"$366,310.00","$507,500.00",Single Family,Detached House,3,2,963,1.025953,West,$527.00,"$12,687.50","$169,166.67"
